anchor,positive,negative
"139, Clarendon Avenue, Chicopee, Hampden County, Massachusetts, 01013","104, Gill Street, Chicopee, Hampden County, Massachusetts, 01013","1040, north Pleasant Street, Unit 94, Amherst, Hampshire County, Massachusetts, 01002"
"38, Asinof Avenue, Unit 221, Chicopee, Hampden County, Massachusetts, 01013","36, Walton Street, Chicopee, Hampden County, Massachusetts, 01013","41, Saint Onge Street, Chicopee, Hampden County, Massachusetts, 01020"
"118, Edgewood Avenue, Chicopee, Hampden County, Massachusetts, 01013","106, Simonich Circle, Chicopee, Hampden County, Massachusetts, 01013","45, south Valley Road, Pelham, Hampshire County, Massachusetts, 01002"
"118, Edgewood Avenue, Chicopee, Hampden County, Massachusetts, 01013","106, Simonich Circle, Chicopee, Hampden County, Massachusetts, 01013","194, North Street, Belchertown, Hampshire County, Massachusetts, 01007"
"34, Dakota Drive, Chicopee, Hampden County, Massachusetts, 01013","139, Clarendon Avenue, Chicopee, Hampden County, Massachusetts, 01013","207, Hampden Street, Chicopee, Hampden County, Massachusetts, 01013"
"24, Beesley Avenue, Chicopee, Hampden County, Massachusetts, 01013","15, Beesley Avenue, Chicopee, Hampden County, Massachusetts, 01013","950, north Pleasant Street, Unit 114, Amherst, Hampshire County, Massachusetts, 01002"
"139, Clarendon Avenue, Chicopee, Hampden County, Massachusetts, 01013","34, Dakota Drive, Chicopee, Hampden County, Massachusetts, 01013","9, Dana Hill, Belchertown, Hampshire County, Massachusetts, 01007"
"2, Leclair Terrace, Unit 1, Chicopee, Hampden County, Massachusetts, 01013","15, Wintworth Street, Chicopee, Hampden County, Massachusetts, 01013","85, Bay Road, Belchertown, Hampshire County, Massachusetts, 01007"
"118, Edgewood Avenue, Chicopee, Hampden County, Massachusetts, 01013","106, Simonich Circle, Chicopee, Hampden County, Massachusetts, 01013","16 b, Mansion Woods Drive, Agawam, Hampden County, Massachusetts, 01001"
"36, Walton Street, Chicopee, Hampden County, Massachusetts, 01013","38, Asinof Avenue, Unit 213, Chicopee, Hampden County, Massachusetts, 01013","108, Corey Colonial, Agawam, Hampden County, Massachusetts, 01001"
"24, Beesley Avenue, Chicopee, Hampden County, Massachusetts, 01013","15, Beesley Avenue, Chicopee, Hampden County, Massachusetts, 01013","62, Walnut Street, Agawam, Hampden County, Massachusetts, 01001"
"36, Walton Street, Chicopee, Hampden County, Massachusetts, 01013","38, Asinof Avenue, Unit 213, Chicopee, Hampden County, Massachusetts, 01013","9, Dana Hill, Belchertown, Hampshire County, Massachusetts, 01007"
"2, Leclair Terrace, Unit 1, Chicopee, Hampden County, Massachusetts, 01013","15, Wintworth Street, Chicopee, Hampden County, Massachusetts, 01013","65, West Street, Belchertown, Hampshire County, Massachusetts, 01007"
"207, Hampden Street, Chicopee, Hampden County, Massachusetts, 01013","186, Hampden Street, Chicopee, Hampden County, Massachusetts, 01013","635, south Washington Street, Belchertown, Hampshire County, Massachusetts, 01007"
"104, Gill Street, Chicopee, Hampden County, Massachusetts, 01013","139, Clarendon Avenue, Chicopee, Hampden County, Massachusetts, 01013","169, Saint James Avenue, Chicopee, Hampden County, Massachusetts, 01020"
"29, Hillman Street, Unit 2, Chicopee, Hampden County, Massachusetts, 01020","492, east Main Street, Chicopee, Hampden County, Massachusetts, 01020","104, Gold Street, Agawam, Hampden County, Massachusetts, 01001"
"33, Belcher Street, Unit 1-right, Chicopee, Hampden County, Massachusetts, 01020","70, Broadway, Unit 115, Chicopee, Hampden County, Massachusetts, 01020","32, Lavalle Avenue, Unit 2, Chicopee, Hampden County, Massachusetts, 01020"
"66, Beaudry Avenue, Chicopee, Hampden County, Massachusetts, 01020","25, Beaudry Avenue, Chicopee, Hampden County, Massachusetts, 01020","28, Emerald Street, Unit 2-left, Chicopee, Hampden County, Massachusetts, 01013"
"70, Broadway, Unit 115, Chicopee, Hampden County, Massachusetts, 01020","33, Belcher Street, Unit 1-right, Chicopee, Hampden County, Massachusetts, 01020","188, east Hadley Road, Bldg 119, Unit i, Amherst, Hampshire County, Massachusetts, 01002"
"66, Beaudry Avenue, Chicopee, Hampden County, Massachusetts, 01020","326, Montcalm Street, Unit 1, Chicopee, Hampden County, Massachusetts, 01020","228, Greenwood Terrace, Chicopee, Hampden County, Massachusetts, 01022"
"25, Beaudry Avenue, Chicopee, Hampden County, Massachusetts, 01020","326, Montcalm Street, Unit 1, Chicopee, Hampden County, Massachusetts, 01020","5, Castle Hill Road, Unit b, Agawam, Hampden County, Massachusetts, 01001"
"492, east Main Street, Chicopee, Hampden County, Massachusetts, 01020","29, Hillman Street, Unit 2, Chicopee, Hampden County, Massachusetts, 01020","15, Montague Road, Amherst, Hampshire County, Massachusetts, 01002"
"326, Montcalm Street, Unit 1, Chicopee, Hampden County, Massachusetts, 01020","25, Beaudry Avenue, Chicopee, Hampden County, Massachusetts, 01020","280, West Street, Bldg crocker farm elementary school, Unit 205, Amherst, Hampshire County, Massachusetts, 01002"
"90, Beeler Avenue, Chicopee, Hampden County, Massachusetts, 01020","25, Beaudry Avenue, Chicopee, Hampden County, Massachusetts, 01020","10, Boivin Terrace, Chicopee, Hampden County, Massachusetts, 01020"
"326, Montcalm Street, Unit 1, Chicopee, Hampden County, Massachusetts, 01020","25, Beaudry Avenue, Chicopee, Hampden County, Massachusetts, 01020","950, north Pleasant Street, Unit 114, Amherst, Hampshire County, Massachusetts, 01002"
"66, Beaudry Avenue, Chicopee, Hampden County, Massachusetts, 01020","25, Beaudry Avenue, Chicopee, Hampden County, Massachusetts, 01020","188, east River Road, Middlefield, Hampshire County, Massachusetts, 01011"
"83, Madison Street, Chicopee, Hampden County, Massachusetts, 01020","108, Southwick Street, Chicopee, Hampden County, Massachusetts, 01020","11, Catherine Drive, Belchertown, Hampshire County, Massachusetts, 01007"
"29, Hillman Street, Unit 2, Chicopee, Hampden County, Massachusetts, 01020","492, east Main Street, Chicopee, Hampden County, Massachusetts, 01020","34, Dakota Drive, Chicopee, Hampden County, Massachusetts, 01013"
"108, Southwick Street, Chicopee, Hampden County, Massachusetts, 01020","127, Monroe Street, Chicopee, Hampden County, Massachusetts, 01020","45, Eastern Drive, Chicopee, Hampden County, Massachusetts, 01013"
"33, Belcher Street, Unit 1-right, Chicopee, Hampden County, Massachusetts, 01020","70, Broadway, Unit 115, Chicopee, Hampden County, Massachusetts, 01020","8, Ednsons Court, Chicopee, Hampden County, Massachusetts, 01020"
"29, Hillman Street, Unit 2, Chicopee, Hampden County, Massachusetts, 01020","492, east Main Street, Chicopee, Hampden County, Massachusetts, 01020","419, Main Road, Chesterfield, Hampshire County, Massachusetts, 01012"
"492, east Main Street, Chicopee, Hampden County, Massachusetts, 01020","29, Hillman Street, Unit 2, Chicopee, Hampden County, Massachusetts, 01020","438, Springfield Street, Unit 5, Agawam, Hampden County, Massachusetts, 01001"
"90, Beeler Avenue, Chicopee, Hampden County, Massachusetts, 01020","326, Montcalm Street, Unit 1, Chicopee, Hampden County, Massachusetts, 01020","43, Federal Street, Agawam, Hampden County, Massachusetts, 01001"
"127, Monroe Street, Chicopee, Hampden County, Massachusetts, 01020","83, Madison Street, Chicopee, Hampden County, Massachusetts, 01020","950, north Pleasant Street, Unit 114, Amherst, Hampshire County, Massachusetts, 01002"
"127, Monroe Street, Chicopee, Hampden County, Massachusetts, 01020","108, Southwick Street, Chicopee, Hampden County, Massachusetts, 01020","87, North Street, Otis, Berkshire County, Massachusetts, 01008"
"83, Madison Street, Chicopee, Hampden County, Massachusetts, 01020","108, Southwick Street, Chicopee, Hampden County, Massachusetts, 01020","1316, Memorial Drive, Unit 8b, Chicopee, Hampden County, Massachusetts, 01020"
"326, Montcalm Street, Unit 1, Chicopee, Hampden County, Massachusetts, 01020","25, Beaudry Avenue, Chicopee, Hampden County, Massachusetts, 01020","27, Emily Lane, Amherst, Hampshire County, Massachusetts, 01002"
"33, Belcher Street, Unit 1-right, Chicopee, Hampden County, Massachusetts, 01020","70, Broadway, Unit 115, Chicopee, Hampden County, Massachusetts, 01020","329, Montgomery Street, Chicopee, Hampden County, Massachusetts, 01020"
"108, Southwick Street, Chicopee, Hampden County, Massachusetts, 01020","83, Madison Street, Chicopee, Hampden County, Massachusetts, 01020","42, Vadnais Street, Agawam, Hampden County, Massachusetts, 01001"
"90, Beeler Avenue, Chicopee, Hampden County, Massachusetts, 01020","25, Beaudry Avenue, Chicopee, Hampden County, Massachusetts, 01020","65, West Street, Belchertown, Hampshire County, Massachusetts, 01007"
"25, Beaudry Avenue, Chicopee, Hampden County, Massachusetts, 01020","66, Beaudry Avenue, Chicopee, Hampden County, Massachusetts, 01020","38, Asinof Avenue, Unit 221, Chicopee, Hampden County, Massachusetts, 01013"
"127, Monroe Street, Chicopee, Hampden County, Massachusetts, 01020","108, Southwick Street, Chicopee, Hampden County, Massachusetts, 01020","1247, Bemis Road, Warren, Worcester County, Massachusetts, 01010"
"25, Beaudry Avenue, Chicopee, Hampden County, Massachusetts, 01020","66, Beaudry Avenue, Chicopee, Hampden County, Massachusetts, 01020","45, south Valley Road, Pelham, Hampshire County, Massachusetts, 01002"
"492, east Main Street, Chicopee, Hampden County, Massachusetts, 01020","29, Hillman Street, Unit 2, Chicopee, Hampden County, Massachusetts, 01020","280, West Street, Bldg crocker farm elementary school, Unit 205, Amherst, Hampshire County, Massachusetts, 01002"
"83, Madison Street, Chicopee, Hampden County, Massachusetts, 01020","127, Monroe Street, Chicopee, Hampden County, Massachusetts, 01020","1265, Pendleton Avenue, Chicopee, Hampden County, Massachusetts, 01022"
"70, Broadway, Unit 115, Chicopee, Hampden County, Massachusetts, 01020","33, Belcher Street, Unit 1-right, Chicopee, Hampden County, Massachusetts, 01020","281, Chauncey Walker Street, Unit 115, Belchertown, Hampshire County, Massachusetts, 01007"
"70, Broadway, Unit 115, Chicopee, Hampden County, Massachusetts, 01020","33, Belcher Street, Unit 1-right, Chicopee, Hampden County, Massachusetts, 01020","33, Kellogg Avenue, Unit 75, Amherst, Hampshire County, Massachusetts, 01002"
"108, Southwick Street, Chicopee, Hampden County, Massachusetts, 01020","127, Monroe Street, Chicopee, Hampden County, Massachusetts, 01020","11, Catherine Drive, Belchertown, Hampshire County, Massachusetts, 01007"
"228, Greenwood Terrace, Chicopee, Hampden County, Massachusetts, 01022","1265, Pendleton Avenue, Chicopee, Hampden County, Massachusetts, 01022","35, High Street, Unit 3, Amherst, Hampshire County, Massachusetts, 01002"
"1265, Pendleton Avenue, Chicopee, Hampden County, Massachusetts, 01022","228, Greenwood Terrace, Chicopee, Hampden County, Massachusetts, 01022","30, Kimball Street, Belchertown, Hampshire County, Massachusetts, 01007"
"228, Greenwood Terrace, Chicopee, Hampden County, Massachusetts, 01022","1265, Pendleton Avenue, Chicopee, Hampden County, Massachusetts, 01022","438, Springfield Street, Unit 5, Agawam, Hampden County, Massachusetts, 01001"
"1265, Pendleton Avenue, Chicopee, Hampden County, Massachusetts, 01022","228, Greenwood Terrace, Chicopee, Hampden County, Massachusetts, 01022","14, Rimrock Drive, Belchertown, Hampshire County, Massachusetts, 01007"
"1265, Pendleton Avenue, Chicopee, Hampden County, Massachusetts, 01022","228, Greenwood Terrace, Chicopee, Hampden County, Massachusetts, 01022","162, Hafey Street, Chicopee, Hampden County, Massachusetts, 01013"
"228, Greenwood Terrace, Chicopee, Hampden County, Massachusetts, 01022","1265, Pendleton Avenue, Chicopee, Hampden County, Massachusetts, 01022","350, Hangar Avenue, Chicopee, Hampden County, Massachusetts, 01022"
"108, Everett Street, Unit 209, Easthampton, Hampshire County, Massachusetts, 01027","106, Everett Street, Easthampton, Hampshire County, Massachusetts, 01027","86, north East Street, Unit 2, Holyoke, Hampden County, Massachusetts, 01040"
"106, Everett Street, Easthampton, Hampshire County, Massachusetts, 01027","108, Everett Street, Unit 209, Easthampton, Hampshire County, Massachusetts, 01027","425, Pleasant Street, Holyoke, Hampden County, Massachusetts, 01040"
"26, Pine Street, Easthampton, Hampshire County, Massachusetts, 01027","56, Cottage Street, Easthampton, Hampshire County, Massachusetts, 01027","37, Clinton Avenue, Unit 6, Holyoke, Hampden County, Massachusetts, 01040"
"75, Main Street, Unit 6, Easthampton, Hampshire County, Massachusetts, 01027","85, Main Street, Unit 4, Easthampton, Hampshire County, Massachusetts, 01027","69, Saint James Avenue, Holyoke, Hampden County, Massachusetts, 01040"
"85, Main Street, Unit 4, Easthampton, Hampshire County, Massachusetts, 01027","75, Main Street, Unit 6, Easthampton, Hampshire County, Massachusetts, 01027","173, Bennett Road, Hampden, Hampden County, Massachusetts, 01036"
"37, Northampton Street, Easthampton, Hampshire County, Massachusetts, 01027","26, Plymouth Avenue, Easthampton, Hampshire County, Massachusetts, 01027","190, Stafford Road, Hampden, Hampden County, Massachusetts, 01036"
"37, Northampton Street, Easthampton, Hampshire County, Massachusetts, 01027","26, Plymouth Avenue, Easthampton, Hampshire County, Massachusetts, 01027","1397, Dwight Street, Unit 3, Holyoke, Hampden County, Massachusetts, 01040"
"56, Cottage Street, Easthampton, Hampshire County, Massachusetts, 01027","26, Pine Street, Easthampton, Hampshire County, Massachusetts, 01027","154, Southwick Street, Agawam, Hampden County, Massachusetts, 01030"
"26, Plymouth Avenue, Easthampton, Hampshire County, Massachusetts, 01027","37, Northampton Street, Easthampton, Hampshire County, Massachusetts, 01027","235, Prospect Street, East Longmeadow, Hampden County, Massachusetts, 01028"
"21, Maple Street, Easthampton, Hampshire County, Massachusetts, 01027","26, Pine Street, Easthampton, Hampshire County, Massachusetts, 01027","19, Woodbridge Street, Holyoke, Hampden County, Massachusetts, 01040"
"8, Willow Circle, Easthampton, Hampshire County, Massachusetts, 01027","46, Sandra Road, Easthampton, Hampshire County, Massachusetts, 01027","222, east Dwight Street, Unit 407, Holyoke, Hampden County, Massachusetts, 01040"
"11, Summer Street, Easthampton, Hampshire County, Massachusetts, 01027","85, Main Street, Unit 4, Easthampton, Hampshire County, Massachusetts, 01027","10, Twoifby Street, Agawam, Hampden County, Massachusetts, 01030"
"8, Willow Circle, Easthampton, Hampshire County, Massachusetts, 01027","46, Sandra Road, Easthampton, Hampshire County, Massachusetts, 01027","98, Main Street, Hatfield, Hampshire County, Massachusetts, 01038"
"56, Cottage Street, Easthampton, Hampshire County, Massachusetts, 01027","21, Maple Street, Easthampton, Hampshire County, Massachusetts, 01027","898, Main Street, Unit rear, Holyoke, Hampden County, Massachusetts, 01040"
"26, Plymouth Avenue, Easthampton, Hampshire County, Massachusetts, 01027","37, Northampton Street, Easthampton, Hampshire County, Massachusetts, 01027","222, east Dwight Street, Unit 407, Holyoke, Hampden County, Massachusetts, 01040"
"56, Cottage Street, Easthampton, Hampshire County, Massachusetts, 01027","26, Pine Street, Easthampton, Hampshire County, Massachusetts, 01027","212, Line Street, Agawam, Hampden County, Massachusetts, 01030"
"85, Main Street, Unit 4, Easthampton, Hampshire County, Massachusetts, 01027","75, Main Street, Unit 6, Easthampton, Hampshire County, Massachusetts, 01027","873, Springfield Street, Unit 10, Agawam, Hampden County, Massachusetts, 01030"
"11, Summer Street, Easthampton, Hampshire County, Massachusetts, 01027","75, Main Street, Unit 6, Easthampton, Hampshire County, Massachusetts, 01027","27, Hampden Street, Holyoke, Hampden County, Massachusetts, 01040"
"6, Parsons Street, Easthampton, Hampshire County, Massachusetts, 01027","20, Federal Street, Easthampton, Hampshire County, Massachusetts, 01027","95, Thompkins Avenue, East Longmeadow, Hampden County, Massachusetts, 01028"
